SK_RequisicaoItem;NumeroRequisicao;DataSolicitacao;DataPrometida;DataAtendimento;SK_Item;SK_Deposito;SK_CentroCusto;SK_Solicitante;SK_Status;QuantidadeSolicitada;QuantidadeAtendida;QuantidadeNaoAtendida;CustoUnitario;HorasAtendimento;FlagAtendidoTotal;FlagNoPrazo;FlagOTIF;FlagPendente;MotivoNaoAtendimento
189;RQ000189;2024-10-23;2024-10-24;2024-10-23;3;1;4;21;3;6,0000;6,0000;0,0000;111,3377;4,81;1;1;1;0;
190;RQ000190;2024-12-12;2024-12-13;2024-12-12;3;1;4;35;3;8,0000;8,0000;0,0000;112,3943;1,44;1;1;1;0;
191;RQ000191;2024-12-27;2024-12-28;2024-12-27;3;1;4;36;3;8,0000;8,0000;0,0000;112,3943;4,48;1;1;1;0;
192;RQ000192;2024-12-05;2024-12-06;2024-12-05;3;1;5;8;3;8,0000;8,0000;0,0000;112,3943;5,49;1;1;1;0;
193;RQ000193;2024-12-04;2024-12-05;2024-12-04;3;1;11;3;3;8,0000;8,0000;0,0000;112,3943;2,25;1;1;1;0;
194;RQ000194;2024-12-04;2024-12-05;2024-12-06;3;1;4;25;3;8,0000;8,0000;0,0000;112,3943;53,49;1;0;0;0;
195;RQ000195;2025-01-01;2025-01-02;2025-01-01;3;1;11;6;3;13,0000;13,0000;0,0000;112,3943;7,23;1;1;1;0;
196;RQ000196;2025-02-27;2025-02-28;2025-03-01;3;1;12;3;3;30,0000;30,0000;0,0000;112,3943;50,86;1;0;0;0;
197;RQ000197;2025-02-24;2025-02-25;2025-02-24;3;1;5;7;3;30,0000;30,0000;0,0000;112,3943;7,72;1;1;1;0;
198;RQ000198;2025-02-04;2025-02-05;2025-02-04;3;1;4;34;3;30,0000;30,0000;0,0000;112,3943;2,33;1;1;1;0;
199;RQ000199;2025-02-19;2025-02-20;2025-02-19;3;1;3;7;3;30,0000;30,0000;0,0000;112,3943;4,91;1;1;1;0;
200;RQ000200;2025-03-18;2025-03-19;2025-03-18;3;1;9;39;3;24,0000;24,0000;0,0000;112,3943;2,11;1;1;1;0;
201;RQ000201;2025-03-12;2025-03-13;2025-03-12;3;1;9;24;3;24,0000;24,0000;0,0000;112,3943;3,27;1;1;1;0;
202;RQ000202;2025-04-18;2025-04-19;2025-04-18;3;1;7;17;3;42,0000;42,0000;0,0000;112,3943;7,48;1;1;1;0;
203;RQ000203;2025-04-15;2025-04-16;2025-04-15;3;1;7;39;3;42,0000;42,0000;0,0000;112,3943;7,88;1;1;1;0;
204;RQ000204;2025-05-19;2025-05-20;2025-05-20;3;1;3;9;3;23,0000;23,0000;0,0000;111,7638;27,49;1;1;1;0;
205;RQ000205;2025-05-09;2025-05-10;2025-05-09;3;1;10;20;3;23,0000;23,0000;0,0000;111,7638;2,79;1;1;1;0;
206;RQ000206;2025-05-19;2025-05-20;2025-05-19;3;1;10;21;3;23,0000;23,0000;0,0000;111,7638;6,14;1;1;1;0;
207;RQ000207;2025-05-26;2025-05-27;2025-05-26;3;1;3;37;3;23,0000;23,0000;0,0000;111,7638;7,29;1;1;1;0;
208;RQ000208;2025-05-27;2025-05-28;2025-05-27;3;1;10;37;4;23,0000;9,0000;14,0000;111,7638;1,26;0;1;0;0;Atendimento parcial
209;RQ000209;2025-06-25;2025-06-26;2025-06-27;3;1;7;35;3;45,0000;45,0000;0,0000;112,9646;49,29;1;0;0;0;
210;RQ000210;2025-10-16;2025-10-17;2025-10-16;3;1;4;13;3;32,0000;32,0000;0,0000;112,9646;5,57;1;1;1;0;
211;RQ000211;2025-10-20;2025-10-21;2025-10-20;3;1;9;28;3;32,0000;32,0000;0,0000;112,9646;1,50;1;1;1;0;
212;RQ000212;2025-11-21;2025-11-22;2025-11-21;3;1;5;29;3;5,0000;5,0000;0,0000;112,9646;3,45;1;1;1;0;
213;RQ000213;2025-11-20;2025-11-21;2025-11-20;3;1;8;24;3;5,0000;5,0000;0,0000;112,9646;2,40;1;1;1;0;
214;RQ000214;2025-11-05;2025-11-06;2025-11-05;3;1;2;40;3;5,0000;5,0000;0,0000;112,9646;2,70;1;1;1;0;
215;RQ000215;2025-11-05;2025-11-06;2025-11-05;3;1;1;20;3;5,0000;5,0000;0,0000;112,9646;6,63;1;1;1;0;
216;RQ000216;2025-11-11;2025-11-12;2025-11-11;3;1;12;34;3;5,0000;5,0000;0,0000;112,9646;2,43;1;1;1;0;
217;RQ000217;2025-12-19;2025-12-20;2025-12-19;3;1;9;13;3;94,0000;94,0000;0,0000;112,9646;1,42;1;1;1;0;
218;RQ000218;2026-01-28;2026-01-29;2026-01-28;3;1;7;7;3;15,0000;15,0000;0,0000;112,9646;3,66;1;1;1;0;
219;RQ000219;2026-01-29;2026-01-30;2026-01-29;3;1;8;12;3;15,0000;15,0000;0,0000;112,9646;4,72;1;1;1;0;
220;RQ000220;2026-01-07;2026-01-08;2026-01-07;3;1;8;3;3;15,0000;15,0000;0,0000;112,9646;5,99;1;1;1;0;
221;RQ000221;2026-02-09;2026-02-10;2026-02-09;3;1;1;15;4;129,0000;112,0000;17,0000;112,9919;7,64;0;1;0;0;Atendimento parcial
222;RQ000222;2026-03-30;2026-03-31;2026-03-30;3;1;6;9;3;24,0000;24,0000;0,0000;113,0913;1,92;1;1;1;0;
223;RQ000223;2026-03-19;2026-03-20;2026-03-19;3;1;11;20;3;24,0000;24,0000;0,0000;113,0913;7,04;1;1;1;0;
224;RQ000224;2026-03-23;2026-03-24;2026-03-23;3;1;9;10;3;24,0000;24,0000;0,0000;113,0913;4,01;1;1;1;0;
225;RQ000225;2026-04-27;2026-04-28;2026-04-27;3;1;12;27;3;51,0000;51,0000;0,0000;113,0913;7,16;1;1;1;0;
226;RQ000226;2026-04-14;2026-04-15;2026-04-14;3;1;8;18;3;51,0000;51,0000;0,0000;113,0913;6,75;1;1;1;0;
227;RQ000227;2026-05-08;2026-05-09;2026-05-08;3;1;1;31;3;18,0000;18,0000;0,0000;113,0913;5,82;1;1;1;0;
228;RQ000228;2026-05-05;2026-05-06;2026-05-05;3;1;10;12;3;18,0000;18,0000;0,0000;113,0913;5,55;1;1;1;0;
229;RQ000229;2026-06-25;2026-06-26;2026-06-25;3;1;5;13;3;51,0000;51,0000;0,0000;113,0913;2,56;1;1;1;0;
230;RQ000230;2026-07-20;2026-07-21;2026-07-20;3;1;7;37;3;179,0000;179,0000;0,0000;113,8130;3,76;1;1;1;0;
231;RQ000231;2024-09-10;2024-09-11;2024-09-10;4;1;1;30;3;61,0000;61,0000;0,0000;246,1800;7,33;1;1;1;0;
232;RQ000232;2024-09-27;2024-09-28;2024-09-29;4;1;8;38;3;61,0000;61,0000;0,0000;246,1800;49,79;1;0;0;0;
233;RQ000233;2024-10-23;2024-10-24;2024-10-23;4;1;12;8;3;45,0000;45,0000;0,0000;246,1363;6,03;1;1;1;0;
234;RQ000234;2024-10-03;2024-10-04;2024-10-03;4;1;12;34;3;45,0000;45,0000;0,0000;246,1363;3,54;1;1;1;0;
235;RQ000235;2024-10-23;2024-10-24;2024-10-23;4;1;12;11;3;45,0000;45,0000;0,0000;246,1363;4,58;1;1;1;0;
236;RQ000236;2024-11-28;2024-11-29;2024-11-28;4;1;3;4;3;17,0000;17,0000;0,0000;246,1363;2,01;1;1;1;0;
237;RQ000237;2024-11-14;2024-11-15;2024-11-14;4;1;5;19;3;17,0000;17,0000;0,0000;246,1363;7,73;1;1;1;0;
238;RQ000238;2024-11-21;2024-11-22;2024-11-21;4;1;2;1;3;17,0000;17,0000;0,0000;246,1363;7,72;1;1;1;0;
239;RQ000239;2024-11-20;2024-11-21;2024-11-20;4;1;1;35;3;17,0000;17,0000;0,0000;246,1363;6,99;1;1;1;0;
240;RQ000240;2024-11-26;2024-11-27;2024-11-26;4;1;10;38;3;17,0000;17,0000;0,0000;246,1363;2,67;1;1;1;0;
241;RQ000241;2024-12-20;2024-12-21;2024-12-20;4;1;9;12;3;99,0000;99,0000;0,0000;246,1363;2,45;1;1;1;0;
242;RQ000242;2024-12-05;2024-12-06;2024-12-05;4;1;11;3;3;99,0000;99,0000;0,0000;246,1363;2,02;1;1;1;0;
243;RQ000243;2024-12-19;2024-12-20;2024-12-19;4;1;5;7;3;99,0000;99,0000;0,0000;246,1363;1,61;1;1;1;0;
244;RQ000244;2025-01-06;2025-01-07;2025-01-06;4;1;12;6;3;28,0000;28,0000;0,0000;246,1363;7,52;1;1;1;0;
245;RQ000245;2025-01-10;2025-01-11;2025-01-10;4;1;6;28;3;28,0000;28,0000;0,0000;246,1363;6,74;1;1;1;0;
246;RQ000246;2025-01-27;2025-01-28;2025-01-27;4;1;2;18;3;28,0000;28,0000;0,0000;246,1363;1,94;1;1;1;0;
247;RQ000247;2025-01-17;2025-01-18;2025-01-17;4;1;9;4;3;28,0000;28,0000;0,0000;246,1363;2,46;1;1;1;0;
248;RQ000248;2025-01-24;2025-01-25;2025-01-24;4;1;9;39;3;28,0000;28,0000;0,0000;246,1363;4,39;1;1;1;0;
249;RQ000249;2025-02-26;2025-02-27;2025-02-26;4;1;10;13;3;64,0000;64,0000;0,0000;249,0679;3,03;1;1;1;0;
250;RQ000250;2025-02-04;2025-02-05;2025-02-04;4;1;8;14;3;64,0000;64,0000;0,0000;249,0679;1,83;1;1;1;0;
251;RQ000251;2025-02-26;2025-02-27;2025-02-26;4;1;7;36;3;64,0000;64,0000;0,0000;249,0679;3,34;1;1;1;0;
252;RQ000252;2025-02-26;2025-02-27;2025-02-26;4;1;4;17;3;64,0000;64,0000;0,0000;249,0679;5,83;1;1;1;0;
253;RQ000253;2025-03-13;2025-03-14;2025-03-13;4;1;10;12;3;94,0000;94,0000;0,0000;249,0679;1,20;1;1;1;0;
254;RQ000254;2025-03-07;2025-03-08;2025-03-07;4;1;6;31;3;94,0000;94,0000;0,0000;249,0679;4,35;1;1;1;0;
255;RQ000255;2025-03-26;2025-03-27;2025-03-26;4;1;11;35;3;94,0000;94,0000;0,0000;249,0679;5,39;1;1;1;0;
256;RQ000256;2025-04-17;2025-04-18;2025-04-17;4;1;10;35;3;160,0000;160,0000;0,0000;249,0679;3,21;1;1;1;0;
257;RQ000257;2025-05-19;2025-05-20;2025-05-19;4;1;7;20;3;159,0000;159,0000;0,0000;248,2429;1,82;1;1;1;0;
258;RQ000258;2025-05-23;2025-05-24;2025-05-24;4;1;12;16;3;159,0000;159,0000;0,0000;248,2429;25,61;1;1;1;0;
259;RQ000259;2025-06-25;2025-06-26;2025-06-25;4;1;2;31;3;181,0000;181,0000;0,0000;248,2429;1,17;1;1;1;0;
260;RQ000260;2025-07-10;2025-07-11;2025-07-10;4;1;3;34;3;41,0000;41,0000;0,0000;248,2429;1,69;1;1;1;0;
261;RQ000261;2025-07-22;2025-07-23;2025-07-22;4;1;4;34;3;41,0000;41,0000;0,0000;248,2429;4,22;1;1;1;0;
262;RQ000262;2025-07-04;2025-07-05;2025-07-04;4;1;5;39;3;41,0000;41,0000;0,0000;248,2429;5,81;1;1;1;0;
263;RQ000263;2025-07-28;2025-07-29;2025-07-28;4;1;6;34;3;41,0000;41,0000;0,0000;248,2429;1,32;1;1;1;0;
264;RQ000264;2025-07-25;2025-07-26;2025-07-25;4;1;12;20;3;41,0000;41,0000;0,0000;248,2429;5,04;1;1;1;0;
265;RQ000265;2025-08-18;2025-08-19;2025-08-18;4;1;2;21;3;34,0000;34,0000;0,0000;248,7245;3,45;1;1;1;0;
266;RQ000266;2025-08-05;2025-08-06;2025-08-05;4;1;5;20;3;34,0000;34,0000;0,0000;248,7245;2,20;1;1;1;0;
267;RQ000267;2025-08-20;2025-08-21;2025-08-20;4;1;9;31;3;34,0000;34,0000;0,0000;248,7245;1,91;1;1;1;0;
268;RQ000268;2025-08-29;2025-08-30;2025-08-29;4;1;1;26;3;34,0000;34,0000;0,0000;248,7245;1,60;1;1;1;0;
269;RQ000269;2025-08-06;2025-08-07;2025-08-06;4;1;10;29;3;34,0000;34,0000;0,0000;248,7245;5,41;1;1;1;0;
270;RQ000270;2025-09-19;2025-09-20;2025-09-19;4;1;2;30;3;15,0000;15,0000;0,0000;248,7245;7,44;1;1;1;0;
271;RQ000271;2025-09-04;2025-09-05;2025-09-04;4;1;5;30;3;15,0000;15,0000;0,0000;248,7245;5,97;1;1;1;0;
272;RQ000272;2025-09-16;2025-09-17;2025-09-16;4;1;4;17;3;15,0000;15,0000;0,0000;248,7245;7,27;1;1;1;0;
273;RQ000273;2025-09-30;2025-10-01;2025-09-30;4;1;7;22;3;15,0000;15,0000;0,0000;248,7245;7,42;1;1;1;0;
274;RQ000274;2025-10-28;2025-10-29;2025-10-28;4;1;5;9;3;4,0000;4,0000;0,0000;248,7245;5,23;1;1;1;0;
275;RQ000275;2025-10-17;2025-10-18;2025-10-17;4;1;7;21;3;4,0000;4,0000;0,0000;248,7245;6,58;1;1;1;0;
276;RQ000276;2025-10-21;2025-10-22;2025-10-21;4;1;5;27;3;4,0000;4,0000;0,0000;248,7245;3,81;1;1;1;0;
277;RQ000277;2025-10-08;2025-10-09;2025-10-08;4;1;4;25;3;4,0000;4,0000;0,0000;248,7245;7,82;1;1;1;0;
278;RQ000278;2025-11-18;2025-11-19;2025-11-18;4;1;4;37;3;74,0000;74,0000;0,0000;248,7245;5,69;1;1;1;0;
279;RQ000279;2025-11-27;2025-11-28;2025-11-27;4;1;2;36;3;74,0000;74,0000;0,0000;248,7245;4,24;1;1;1;0;
280;RQ000280;2025-11-04;2025-11-05;2025-11-04;4;1;3;39;3;74,0000;74,0000;0,0000;248,7245;3,84;1;1;1;0;
281;RQ000281;2025-12-22;2025-12-23;2025-12-22;4;1;2;38;3;26,0000;26,0000;0,0000;248,7245;1,97;1;1;1;0;
282;RQ000282;2025-12-29;2025-12-30;2025-12-29;4;1;1;29;3;26,0000;26,0000;0,0000;248,7245;5,63;1;1;1;0;
283;RQ000283;2025-12-18;2025-12-19;2025-12-18;4;1;7;14;3;26,0000;26,0000;0,0000;248,7245;4,13;1;1;1;0;
284;RQ000284;2025-12-22;2025-12-23;2025-12-22;4;1;5;20;3;26,0000;26,0000;0,0000;248,7245;7,39;1;1;1;0;
285;RQ000285;2026-01-13;2026-01-14;2026-01-15;4;1;5;1;3;49,0000;49,0000;0,0000;248,7245;55,78;1;0;0;0;
286;RQ000286;2026-01-23;2026-01-24;2026-01-23;4;1;6;16;3;49,0000;49,0000;0,0000;248,7245;7,06;1;1;1;0;
287;RQ000287;2026-01-14;2026-01-15;2026-01-14;4;1;10;25;3;49,0000;49,0000;0,0000;248,7245;3,23;1;1;1;0;
288;RQ000288;2026-01-13;2026-01-14;2026-01-13;4;1;7;31;3;49,0000;49,0000;0,0000;248,7245;5,64;1;1;1;0;
289;RQ000289;2026-01-05;2026-01-06;2026-01-05;4;1;9;27;4;49,0000;12,0000;37,0000;248,7245;7,47;0;1;0;0;Atendimento parcial
290;RQ000290;2026-02-26;2026-02-27;2026-02-26;4;1;8;28;3;95,0000;95,0000;0,0000;247,5534;5,87;1;1;1;0;
291;RQ000291;2026-02-20;2026-02-21;2026-02-20;4;1;8;29;3;95,0000;95,0000;0,0000;247,5534;4,86;1;1;1;0;
292;RQ000292;2026-03-09;2026-03-10;2026-03-09;4;1;9;3;3;29,0000;29,0000;0,0000;247,5534;1,23;1;1;1;0;
293;RQ000293;2026-03-19;2026-03-20;2026-03-19;4;1;12;6;3;29,0000;29,0000;0,0000;247,5534;5,06;1;1;1;0;
294;RQ000294;2026-03-05;2026-03-06;2026-03-05;4;1;12;18;3;29,0000;29,0000;0,0000;247,5534;7,02;1;1;1;0;
295;RQ000295;2026-03-17;2026-03-18;2026-03-17;4;1;9;31;3;29,0000;29,0000;0,0000;247,5534;1,62;1;1;1;0;
296;RQ000296;2026-03-24;2026-03-25;2026-03-26;4;1;11;20;3;29,0000;29,0000;0,0000;247,5534;54,59;1;0;0;0;
297;RQ000297;2026-04-10;2026-04-11;2026-04-10;4;1;1;20;3;49,0000;49,0000;0,0000;247,5534;5,18;1;1;1;0;
298;RQ000298;2026-04-24;2026-04-25;2026-04-25;4;1;5;37;3;49,0000;49,0000;0,0000;247,5534;29,05;1;1;1;0;
299;RQ000299;2026-04-02;2026-04-03;2026-04-02;4;1;5;19;3;49,0000;49,0000;0,0000;247,5534;5,37;1;1;1;0;
300;RQ000300;2026-05-28;2026-05-29;2026-05-28;4;1;1;38;3;13,0000;13,0000;0,0000;247,5534;5,23;1;1;1;0;
301;RQ000301;2026-05-05;2026-05-06;2026-05-05;4;1;8;16;3;13,0000;13,0000;0,0000;247,5534;2,23;1;1;1;0;
302;RQ000302;2026-05-06;2026-05-07;2026-05-06;4;1;1;10;3;13,0000;13,0000;0,0000;247,5534;1,59;1;1;1;0;
303;RQ000303;2026-05-20;2026-05-21;2026-05-20;4;1;8;25;3;13,0000;13,0000;0,0000;247,5534;3,89;1;1;1;0;
304;RQ000304;2026-05-08;2026-05-09;2026-05-08;4;1;8;37;3;13,0000;13,0000;0,0000;247,5534;2,17;1;1;1;0;
305;RQ000305;2026-06-16;2026-06-17;2026-06-16;4;1;8;35;3;46,0000;46,0000;0,0000;247,5534;6,27;1;1;1;0;
306;RQ000306;2026-06-08;2026-06-09;2026-06-08;4;1;11;10;3;46,0000;46,0000;0,0000;247,5534;4,32;1;1;1;0;
307;RQ000307;2026-06-17;2026-06-18;2026-06-17;4;1;1;25;3;46,0000;46,0000;0,0000;247,5534;6,58;1;1;1;0;
308;RQ000308;2026-06-22;2026-06-23;2026-06-22;4;1;9;35;3;46,0000;46,0000;0,0000;247,5534;1,29;1;1;1;0;
309;RQ000309;2026-07-07;2026-07-08;2026-07-07;4;1;6;21;3;30,0000;30,0000;0,0000;247,2726;7,95;1;1;1;0;
310;RQ000310;2026-07-01;2026-07-02;2026-07-01;4;1;1;7;3;30,0000;30,0000;0,0000;247,2726;1,08;1;1;1;0;
311;RQ000311;2026-07-17;2026-07-18;2026-07-17;4;1;11;19;3;30,0000;30,0000;0,0000;247,2726;2,54;1;1;1;0;
312;RQ000312;2026-07-09;2026-07-10;2026-07-09;4;1;1;39;3;30,0000;30,0000;0,0000;247,2726;1,40;1;1;1;0;
313;RQ000313;2026-07-22;2026-07-23;2026-07-22;4;1;10;8;3;30,0000;30,0000;0,0000;247,2726;5,96;1;1;1;0;
314;RQ000314;2024-09-25;2024-09-26;2024-09-25;5;1;12;21;3;25,0000;25,0000;0,0000;1818,6300;6,39;1;1;1;0;
315;RQ000315;2024-09-09;2024-09-10;2024-09-09;5;1;2;25;3;25,0000;25,0000;0,0000;1818,6300;1,44;1;1;1;0;
316;RQ000316;2024-09-11;2024-09-12;2024-09-11;5;1;5;29;3;25,0000;25,0000;0,0000;1818,6300;2,85;1;1;1;0;
317;RQ000317;2024-12-05;2024-12-06;2024-12-05;5;1;6;33;3;30,0000;30,0000;0,0000;1828,8483;5,02;1;1;1;0;
318;RQ000318;2024-12-23;2024-12-24;2024-12-23;5;1;8;5;3;30,0000;30,0000;0,0000;1828,8483;6,91;1;1;1;0;
319;RQ000319;2024-12-18;2024-12-19;2024-12-18;5;1;1;31;3;30,0000;30,0000;0,0000;1828,8483;5,82;1;1;1;0;
320;RQ000320;2025-01-13;2025-01-14;2025-01-13;5;1;11;24;3;7,0000;7,0000;0,0000;1828,8483;5,53;1;1;1;0;
321;RQ000321;2025-01-28;2025-01-29;2025-01-28;5;1;2;19;3;7,0000;7,0000;0,0000;1828,8483;6,32;1;1;1;0;
322;RQ000322;2025-01-21;2025-01-22;2025-01-21;5;1;3;13;3;7,0000;7,0000;0,0000;1828,8483;7,77;1;1;1;0;
323;RQ000323;2025-03-13;2025-03-14;2025-03-13;5;1;9;29;3;29,0000;29,0000;0,0000;1828,8483;4,50;1;1;1;0;
324;RQ000324;2025-03-31;2025-04-01;2025-03-31;5;1;1;3;3;29,0000;29,0000;0,0000;1828,8483;3,36;1;1;1;0;
325;RQ000325;2025-04-16;2025-04-17;2025-04-16;5;1;1;3;3;1,0000;1,0000;0,0000;1846,6551;7,43;1;1;1;0;
326;RQ000326;2025-04-08;2025-04-09;2025-04-08;5;1;11;20;3;1,0000;1,0000;0,0000;1846,6551;5,43;1;1;1;0;
327;RQ000327;2025-05-16;2025-05-17;2025-05-16;5;1;10;28;3;114,0000;114,0000;0,0000;1846,6551;6,63;1;1;1;0;
328;RQ000328;2025-06-19;2025-06-20;2025-06-19;5;1;3;14;3;75,0000;75,0000;0,0000;1846,6551;7,75;1;1;1;0;
329;RQ000329;2025-07-04;2025-07-05;2025-07-04;5;1;10;32;3;56,0000;56,0000;0,0000;1841,1611;2,10;1;1;1;0;
330;RQ000330;2025-08-05;2025-08-06;2025-08-05;5;1;3;27;3;4,0000;4,0000;0,0000;1841,1611;4,66;1;1;1;0;
331;RQ000331;2025-08-08;2025-08-09;2025-08-08;5;1;10;32;3;4,0000;4,0000;0,0000;1841,1611;5,17;1;1;1;0;
332;RQ000332;2025-08-20;2025-08-21;2025-08-20;5;1;11;27;3;4,0000;4,0000;0,0000;1841,1611;3,11;1;1;1;0;
333;RQ000333;2025-08-01;2025-08-02;2025-08-01;5;1;4;7;3;4,0000;4,0000;0,0000;1841,1611;7,91;1;1;1;0;
334;RQ000334;2025-09-25;2025-09-26;2025-09-25;5;1;11;8;3;5,0000;5,0000;0,0000;1841,1611;1,37;1;1;1;0;
335;RQ000335;2025-09-26;2025-09-27;2025-09-26;5;1;11;32;3;5,0000;5,0000;0,0000;1841,1611;7,38;1;1;1;0;
336;RQ000336;2025-09-22;2025-09-23;2025-09-22;5;1;1;28;3;5,0000;5,0000;0,0000;1841,1611;3,00;1;1;1;0;
337;RQ000337;2025-09-09;2025-09-10;2025-09-09;5;1;10;3;3;5,0000;5,0000;0,0000;1841,1611;6,31;1;1;1;0;
338;RQ000338;2025-10-29;2025-10-30;2025-10-29;5;1;12;27;3;80,0000;80,0000;0,0000;1841,1611;5,06;1;1;1;0;
339;RQ000339;2025-11-19;2025-11-20;2025-11-19;5;1;1;40;3;5,0000;5,0000;0,0000;1833,7640;2,01;1;1;1;0;
340;RQ000340;2025-11-06;2025-11-07;2025-11-06;5;1;6;18;3;5,0000;5,0000;0,0000;1833,7640;5,42;1;1;1;0;
341;RQ000341;2025-11-07;2025-11-08;2025-11-09;5;1;3;9;3;5,0000;5,0000;0,0000;1833,7640;49,42;1;0;0;0;
342;RQ000342;2025-11-04;2025-11-05;2025-11-04;5;1;8;15;3;5,0000;5,0000;0,0000;1833,7640;6,32;1;1;1;0;
343;RQ000343;2025-12-29;2025-12-30;2025-12-29;5;1;10;6;3;12,0000;12,0000;0,0000;1833,7640;6,99;1;1;1;0;
344;RQ000344;2025-12-17;2025-12-18;2025-12-17;5;1;4;18;3;12,0000;12,0000;0,0000;1833,7640;6,86;1;1;1;0;
345;RQ000345;2025-12-01;2025-12-02;2025-12-01;5;1;7;21;3;12,0000;12,0000;0,0000;1833,7640;2,73;1;1;1;0;
346;RQ000346;2025-12-19;2025-12-20;2025-12-19;5;1;10;1;3;12,0000;12,0000;0,0000;1833,7640;7,40;1;1;1;0;
347;RQ000347;2025-12-02;2025-12-03;2025-12-02;5;1;8;28;3;12,0000;12,0000;0,0000;1833,7640;4,53;1;1;1;0;
348;RQ000348;2026-01-01;2026-01-02;2026-01-01;5;1;12;23;3;4,0000;4,0000;0,0000;1833,7640;2,53;1;1;1;0;
349;RQ000349;2026-01-08;2026-01-09;2026-01-08;5;1;2;30;3;4,0000;4,0000;0,0000;1833,7640;2,13;1;1;1;0;
350;RQ000350;2026-01-28;2026-01-29;2026-01-28;5;1;12;30;3;4,0000;4,0000;0,0000;1833,7640;7,83;1;1;1;0;
351;RQ000351;2026-01-05;2026-01-06;2026-01-05;5;1;7;30;3;4,0000;4,0000;0,0000;1833,7640;7,10;1;1;1;0;
352;RQ000352;2026-01-23;2026-01-24;2026-01-23;5;1;1;22;3;4,0000;4,0000;0,0000;1833,7640;1,49;1;1;1;0;
353;RQ000353;2026-02-18;2026-02-19;2026-02-18;5;1;4;22;3;11,0000;11,0000;0,0000;1833,7640;1,57;1;1;1;0;
354;RQ000354;2026-02-24;2026-02-25;2026-02-24;5;1;9;4;3;11,0000;11,0000;0,0000;1833,7640;5,72;1;1;1;0;
355;RQ000355;2026-02-04;2026-02-05;2026-02-04;5;1;6;24;3;11,0000;11,0000;0,0000;1833,7640;1,29;1;1;1;0;
356;RQ000356;2026-02-06;2026-02-07;2026-02-06;5;1;9;14;3;11,0000;11,0000;0,0000;1833,7640;4,93;1;1;1;0;
357;RQ000357;2026-02-05;2026-02-06;2026-02-05;5;1;4;38;3;11,0000;11,0000;0,0000;1833,7640;5,54;1;1;1;0;
358;RQ000358;2026-03-09;2026-03-10;2026-03-09;5;1;2;33;3;4,0000;4,0000;0,0000;1833,7640;4,17;1;1;1;0;
359;RQ000359;2026-03-17;2026-03-18;2026-03-17;5;1;8;35;3;4,0000;4,0000;0,0000;1833,7640;5,75;1;1;1;0;
360;RQ000360;2026-03-10;2026-03-11;2026-03-10;5;1;10;5;3;4,0000;4,0000;0,0000;1833,7640;5,71;1;1;1;0;
361;RQ000361;2026-03-03;2026-03-04;2026-03-03;5;1;7;5;3;4,0000;4,0000;0,0000;1833,7640;3,02;1;1;1;0;
362;RQ000362;2026-03-04;2026-03-05;2026-03-04;5;1;5;14;3;4,0000;4,0000;0,0000;1833,7640;4,47;1;1;1;0;
363;RQ000363;2026-04-27;2026-04-28;2026-04-27;5;1;11;21;3;25,0000;25,0000;0,0000;1853,5154;5,05;1;1;1;0;
364;RQ000364;2026-04-16;2026-04-17;2026-04-16;5;1;11;29;3;25,0000;25,0000;0,0000;1853,5154;6,89;1;1;1;0;
365;RQ000365;2026-05-08;2026-05-09;2026-05-08;5;1;6;4;3;21,0000;21,0000;0,0000;1853,5154;6,39;1;1;1;0;
366;RQ000366;2026-05-05;2026-05-06;2026-05-05;5;1;5;11;3;21,0000;21,0000;0,0000;1853,5154;2,16;1;1;1;0;
367;RQ000367;2026-05-18;2026-05-19;2026-05-18;5;1;3;10;3;21,0000;21,0000;0,0000;1853,5154;6,88;1;1;1;0;
368;RQ000368;2026-06-18;2026-06-19;2026-06-18;5;1;1;10;3;8,0000;8,0000;0,0000;1853,5154;7,85;1;1;1;0;
369;RQ000369;2026-06-12;2026-06-13;2026-06-12;5;1;9;8;3;8,0000;8,0000;0,0000;1853,5154;4,74;1;1;1;0;
370;RQ000370;2026-07-30;2026-07-31;2026-08-01;5;1;3;22;3;14,0000;14,0000;0,0000;1853,5154;55,83;1;0;0;0;
371;RQ000371;2026-07-21;2026-07-22;2026-07-21;5;1;5;37;3;14,0000;14,0000;0,0000;1853,5154;3,03;1;1;1;0;
372;RQ000372;2026-07-22;2026-07-23;2026-07-22;5;1;10;22;3;14,0000;14,0000;0,0000;1853,5154;7,46;1;1;1;0;
373;RQ000373;2026-07-23;2026-07-24;2026-07-23;5;1;12;36;3;14,0000;14,0000;0,0000;1853,5154;1,28;1;1;1;0;
374;RQ000374;2026-08-07;2026-08-08;2026-08-07;5;1;2;6;3;27,0000;27,0000;0,0000;1844,2304;4,12;1;1;1;0;
375;RQ000375;2026-08-17;2026-08-18;2026-08-17;5;1;4;33;3;27,0000;27,0000;0,0000;1844,2304;5,22;1;1;1;0;
376;RQ000376;2026-08-31;2026-09-01;2026-08-31;5;1;11;28;3;27,0000;27,0000;0,0000;1844,2304;2,04;1;1;1;0;
377;RQ000377;2024-09-10;2024-09-11;2024-09-10;6;3;12;27;3;40,0000;40,0000;0,0000;177,5600;3,97;1;1;1;0;
378;RQ000378;2024-09-05;2024-09-06;2024-09-05;6;3;10;34;3;40,0000;40,0000;0,0000;177,5600;3,12;1;1;1;0;
