SK_CompraItem;NumeroPedido;DataPedido;DataPrometida;DataRecebimento;SK_Item;SK_Fornecedor;SK_Deposito;QuantidadePedida;QuantidadeRecebida;QuantidadeDevolvida;PrecoUnitario;ValorPedido;ValorRecebido;LeadTimeRealDias;FlagEntregaNoPrazo;FlagRecebimentoTotal;StatusPedido
174;PC000174;2026-02-04;2026-03-24;2026-03-24;13;8;1;75,0000;75,0000;0,0000;1235,4881;92661,61;92661,61;48;SIM;SIM;Recebido
175;PC000175;2026-03-03;2026-04-20;2026-03-30;13;8;1;88,0000;88,0000;0,0000;1189,6646;104690,48;104690,48;27;SIM;SIM;Recebido
176;PC000176;2026-04-21;2026-06-08;2026-06-06;13;8;1;37,0000;37,0000;0,0000;1202,4965;44492,37;44492,37;46;SIM;SIM;Recebido
177;PC000177;2026-05-18;2026-07-05;2026-06-11;13;8;1;51,0000;51,0000;0,0000;1267,4033;64637,57;64637,57;24;SIM;SIM;Recebido
178;PC000178;2024-09-13;2024-10-31;2024-10-16;13;8;2;37,0000;37,0000;0,0000;1193,0087;44141,32;44141,32;33;SIM;SIM;Recebido
179;PC000179;2024-10-04;2024-11-21;2024-11-27;13;8;2;37,0000;37,0000;0,0000;1234,7311;45685,05;45685,05;54;NAO;SIM;Recebido
180;PC000180;2025-02-17;2025-04-06;2025-03-31;13;8;2;37,0000;37,0000;1,0000;1220,3869;45154,32;45154,32;42;SIM;SIM;Recebido
181;PC000181;2025-05-06;2025-06-23;2025-06-22;13;8;2;37,0000;37,0000;0,0000;1184,6245;43831,11;43831,11;47;SIM;SIM;Recebido
182;PC000182;2025-06-26;2025-08-13;2025-08-14;13;8;2;65,0000;65,0000;0,0000;1181,5213;76798,88;76798,88;49;NAO;SIM;Recebido
183;PC000183;2025-07-24;2025-09-10;2025-08-30;13;8;2;65,0000;65,0000;0,0000;1187,9627;77217,58;77217,58;37;SIM;SIM;Recebido
184;PC000184;2024-10-07;2024-10-30;2024-10-28;14;29;1;659,0000;659,0000;0,0000;206,2735;135934,24;135934,24;21;SIM;SIM;Recebido
185;PC000185;2024-10-16;2024-11-03;2024-11-02;15;29;1;400,0000;400,0000;0,0000;40,4780;16191,20;16191,20;17;SIM;SIM;Recebido
186;PC000186;2025-01-20;2025-02-07;2025-01-31;15;29;1;517,0000;517,0000;0,0000;38,0502;19671,95;19671,95;11;SIM;SIM;Recebido
187;PC000187;2025-05-26;2025-06-13;2025-06-04;15;29;1;543,0000;543,0000;0,0000;40,8612;22187,63;22187,63;9;SIM;SIM;Recebido
188;PC000188;2025-11-05;2025-11-23;2025-11-16;15;29;1;543,0000;543,0000;0,0000;41,1017;22318,22;22318,22;11;SIM;SIM;Recebido
189;PC000189;2026-05-28;2026-06-15;2026-06-10;15;29;1;401,0000;401,0000;0,0000;39,7122;15924,59;15924,59;13;SIM;SIM;Recebido
190;PC000190;2024-09-03;2024-09-16;2024-09-15;16;5;1;108,0000;108,0000;0,0000;26,9945;2915,41;2915,41;12;SIM;SIM;Recebido
191;PC000191;2024-10-30;2024-11-12;2024-11-08;16;5;1;86,0000;86,0000;0,0000;27,7461;2386,16;2386,16;9;SIM;SIM;Recebido
192;PC000192;2024-12-02;2024-12-15;2024-12-12;16;5;1;75,0000;75,0000;0,0000;26,8574;2014,30;2014,30;10;SIM;SIM;Recebido
193;PC000193;2024-09-19;2024-10-22;2024-10-18;17;31;2;95,0000;95,0000;0,0000;140,1003;13309,53;13309,53;29;SIM;SIM;Recebido
194;PC000194;2024-11-13;2024-12-16;2024-12-09;17;31;2;60,0000;60,0000;0,0000;134,4922;8069,53;8069,53;26;SIM;SIM;Recebido
195;PC000195;2025-02-27;2025-04-01;2025-04-01;17;31;2;128,0000;128,0000;0,0000;141,4546;18106,19;18106,19;33;SIM;SIM;Recebido
196;PC000196;2025-03-26;2025-04-28;2025-04-24;17;31;2;128,0000;128,0000;0,0000;138,9675;17787,84;17787,84;29;SIM;SIM;Recebido
197;PC000197;2025-09-03;2025-10-06;2025-09-23;17;31;2;67,0000;67,0000;0,0000;137,7237;9227,49;9227,49;20;SIM;SIM;Recebido
198;PC000198;2025-12-17;2026-01-19;2026-01-03;17;31;2;77,0000;77,0000;0,0000;142,8684;11000,87;11000,87;17;SIM;SIM;Recebido
199;PC000199;2026-01-15;2026-02-17;2026-02-22;17;31;2;52,0000;52,0000;0,0000;134,5645;6997,35;6997,35;38;NAO;SIM;Recebido
200;PC000200;2026-03-11;2026-04-13;2026-04-18;17;31;2;114,0000;114,0000;0,0000;136,7598;15590,62;15590,62;38;NAO;SIM;Recebido
201;PC000201;2026-05-25;2026-06-27;2026-06-17;17;31;2;92,0000;92,0000;0,0000;140,6688;12941,53;12941,53;23;SIM;SIM;Recebido
202;PC000202;2026-08-04;2026-09-06;;17;31;2;72,0000;0,0000;0,0000;134,5822;9689,92;0,00;;NAO;NAO;Aberto
203;PC000203;2024-09-27;2024-10-30;2024-10-18;17;31;3;128,0000;128,0000;0,0000;140,7100;18010,88;18010,88;21;SIM;SIM;Recebido
204;PC000204;2024-11-19;2024-12-22;2024-12-22;17;31;3;70,0000;70,0000;0,0000;143,3185;10032,30;10032,30;33;SIM;SIM;Recebido
205;PC000205;2024-12-10;2025-01-12;2025-01-11;17;31;3;56,0000;56,0000;0,0000;140,9030;7890,57;7890,57;32;SIM;SIM;Recebido
206;PC000206;2025-02-24;2025-03-29;2025-03-20;17;31;3;65,0000;65,0000;0,0000;136,9564;8902,17;8902,17;24;SIM;SIM;Recebido
207;PC000207;2025-03-11;2025-04-13;2025-04-17;17;31;3;70,0000;70,0000;0,0000;135,7700;9503,90;9503,90;37;NAO;SIM;Recebido
208;PC000208;2025-06-24;2025-07-27;2025-07-16;17;31;3;87,0000;87,0000;0,0000;135,9022;11823,49;11823,49;22;SIM;SIM;Recebido
209;PC000209;2025-08-11;2025-09-13;2025-09-10;17;31;3;94,0000;94,0000;0,0000;136,7227;12851,93;12851,93;30;SIM;SIM;Recebido
210;PC000210;2026-01-09;2026-02-11;2026-01-30;17;31;3;66,0000;66,0000;0,0000;136,9095;9036,03;9036,03;21;SIM;SIM;Recebido
211;PC000211;2026-03-11;2026-04-13;2026-03-31;17;31;3;54,0000;54,0000;0,0000;135,8924;7338,19;7338,19;20;SIM;SIM;Recebido
212;PC000212;2026-04-13;2026-05-16;2026-05-08;17;31;3;59,0000;59,0000;0,0000;139,6944;8241,97;8241,97;25;SIM;SIM;Recebido
213;PC000213;2026-07-15;2026-08-17;2026-08-22;17;31;3;93,0000;93,0000;0,0000;135,2480;12578,06;12578,06;38;NAO;SIM;Recebido
214;PC000214;2024-10-16;2024-11-08;2024-11-05;18;15;2;609,0000;609,0000;0,0000;142,4975;86780,98;86780,98;20;SIM;SIM;Recebido
215;PC000215;2024-10-02;2024-10-25;2024-10-14;18;15;3;443,0000;443,0000;0,0000;145,0441;64254,54;64254,54;12;SIM;SIM;Recebido
216;PC000216;2025-03-20;2025-04-12;2025-04-08;18;15;3;471,0000;471,0000;0,0000;141,2437;66525,78;66525,78;19;SIM;SIM;Recebido
217;PC000217;2025-04-22;2025-05-15;2025-05-01;18;15;3;436,0000;436,0000;0,0000;151,2383;65939,90;65939,90;9;SIM;SIM;Recebido
218;PC000218;2025-07-02;2025-07-25;2025-07-20;18;15;3;545,0000;545,0000;0,0000;143,7058;78319,66;78319,66;18;SIM;SIM;Recebido
219;PC000219;2025-10-02;2025-10-25;2025-10-18;18;15;3;465,0000;465,0000;0,0000;143,8172;66875,00;66875,00;16;SIM;SIM;Recebido
220;PC000220;2026-02-02;2026-02-25;2026-02-09;18;15;3;482,0000;482,0000;0,0000;146,2679;70501,13;70501,13;7;SIM;SIM;Recebido
221;PC000221;2026-07-30;2026-08-22;2026-08-16;18;15;3;609,0000;609,0000;0,0000;144,4196;87951,54;87951,54;17;SIM;SIM;Recebido
222;PC000222;2024-10-09;2024-11-01;2024-10-29;19;35;1;315,0000;315,0000;0,0000;69,9639;22038,63;22038,63;20;SIM;SIM;Recebido
223;PC000223;2025-03-31;2025-04-23;2025-04-16;19;35;1;277,0000;235,0000;0,0000;71,5502;19819,41;16814,30;16;SIM;NAO;Recebido
224;PC000224;2025-05-23;2025-06-15;2025-06-18;19;35;1;222,0000;222,0000;0,0000;67,8446;15061,50;15061,50;26;NAO;SIM;Recebido
225;PC000225;2025-09-12;2025-10-05;2025-09-28;19;35;1;315,0000;315,0000;0,0000;70,8895;22330,19;22330,19;16;SIM;SIM;Recebido
226;PC000226;2026-03-30;2026-04-22;2026-04-14;19;35;1;267,0000;267,0000;0,0000;71,5223;19096,45;19096,45;15;SIM;SIM;Recebido
227;PC000227;2026-07-22;2026-08-14;2026-08-07;19;35;1;244,0000;244,0000;0,0000;69,3637;16924,74;16924,74;16;SIM;SIM;Recebido
228;PC000228;2024-09-06;2024-09-19;2024-09-12;20;22;2;116,0000;116,0000;1,0000;146,6563;17012,13;17012,13;6;SIM;SIM;Recebido
229;PC000229;2024-10-02;2024-10-15;2024-10-11;20;22;2;86,0000;86,0000;0,0000;144,4143;12419,63;12419,63;9;SIM;SIM;Recebido
230;PC000230;2024-11-11;2024-11-24;2024-11-15;20;22;2;116,0000;116,0000;0,0000;141,6774;16434,58;16434,58;4;SIM;SIM;Recebido
231;PC000231;2024-12-19;2025-01-01;2024-12-27;20;22;2;84,0000;84,0000;0,0000;145,0519;12184,36;12184,36;8;SIM;SIM;Recebido
232;PC000232;2025-01-27;2025-02-09;2025-02-06;20;22;2;116,0000;116,0000;3,0000;150,1411;17416,37;17416,37;10;SIM;SIM;Recebido
233;PC000233;2025-02-25;2025-03-10;2025-03-10;20;22;2;114,0000;114,0000;0,0000;143,3210;16338,59;16338,59;13;SIM;SIM;Recebido
234;PC000234;2025-04-28;2025-05-11;2025-05-08;20;22;2;86,0000;86,0000;0,0000;150,0690;12905,93;12905,93;10;SIM;SIM;Recebido
235;PC000235;2025-05-05;2025-05-18;2025-05-14;20;22;2;116,0000;116,0000;0,0000;140,7979;16332,56;16332,56;9;SIM;SIM;Recebido
236;PC000236;2025-06-17;2025-06-30;2025-06-26;20;22;2;116,0000;116,0000;0,0000;144,7752;16793,92;16793,92;9;SIM;SIM;Recebido
237;PC000237;2025-07-02;2025-07-15;2025-07-11;20;22;2;75,0000;75,0000;0,0000;142,2479;10668,59;10668,59;9;SIM;SIM;Recebido
238;PC000238;2025-08-26;2025-09-08;2025-09-06;20;22;2;116,0000;116,0000;3,0000;140,7564;16327,74;16327,74;11;SIM;SIM;Recebido
239;PC000239;2025-09-16;2025-09-29;2025-09-21;20;22;2;116,0000;116,0000;0,0000;145,9910;16934,96;16934,96;5;SIM;SIM;Recebido
240;PC000240;2026-01-07;2026-01-20;2026-01-15;20;22;2;116,0000;116,0000;0,0000;142,8810;16574,20;16574,20;8;SIM;SIM;Recebido
241;PC000241;2026-04-28;2026-05-11;2026-05-10;20;22;2;91,0000;91,0000;0,0000;150,6941;13713,16;13713,16;12;SIM;SIM;Recebido
242;PC000242;2026-05-27;2026-06-09;2026-06-02;20;22;2;99,0000;99,0000;0,0000;148,1212;14664,00;14664,00;6;SIM;SIM;Recebido
243;PC000243;2026-06-01;2026-06-14;2026-06-11;20;22;2;72,0000;72,0000;0,0000;146,1186;10520,54;10520,54;10;SIM;SIM;Recebido
244;PC000244;2024-10-30;2024-11-12;2024-11-09;20;22;1;116,0000;116,0000;0,0000;147,0637;17059,39;17059,39;10;SIM;SIM;Recebido
245;PC000245;2025-02-17;2025-03-02;2025-02-27;20;22;1;116,0000;116,0000;0,0000;140,1102;16252,78;16252,78;10;SIM;SIM;Recebido
246;PC000246;2025-03-20;2025-04-02;2025-03-25;20;22;1;116,0000;116,0000;0,0000;146,0311;16939,61;16939,61;5;SIM;SIM;Recebido
247;PC000247;2025-04-16;2025-04-29;2025-04-26;20;22;1;116,0000;116,0000;0,0000;142,9602;16583,38;16583,38;10;SIM;SIM;Recebido
248;PC000248;2025-06-13;2025-06-26;2025-06-23;20;22;1;116,0000;116,0000;0,0000;142,7684;16561,13;16561,13;10;SIM;SIM;Recebido
249;PC000249;2025-07-03;2025-07-16;2025-07-13;20;22;1;116,0000;116,0000;0,0000;143,3065;16623,55;16623,55;10;SIM;SIM;Recebido
250;PC000250;2026-01-19;2026-02-01;2026-01-26;20;22;1;116,0000;116,0000;0,0000;141,7059;16437,88;16437,88;7;SIM;SIM;Recebido
251;PC000251;2026-03-12;2026-03-25;2026-03-18;20;22;1;116,0000;116,0000;0,0000;140,0114;16241,32;16241,32;6;SIM;SIM;Recebido
252;PC000252;2026-05-15;2026-05-28;2026-05-28;20;22;1;75,0000;75,0000;0,0000;140,9580;10571,85;10571,85;13;SIM;SIM;Recebido
253;PC000253;2026-07-28;2026-08-10;2026-08-04;20;22;1;83,0000;83,0000;0,0000;144,5808;12000,21;12000,21;7;SIM;SIM;Recebido
254;PC000254;2026-08-17;2026-08-30;2026-08-25;20;22;1;116,0000;116,0000;0,0000;146,6080;17006,53;17006,53;8;SIM;SIM;Recebido
255;PC000255;2024-10-21;2024-10-31;2024-10-27;21;23;1;454,0000;454,0000;0,0000;1190,6269;540544,61;540544,61;6;SIM;SIM;Recebido
256;PC000256;2025-02-18;2025-02-28;2025-02-24;21;23;1;459,0000;459,0000;0,0000;1205,8754;553496,81;553496,81;6;SIM;SIM;Recebido
257;PC000257;2025-06-18;2025-06-28;2025-06-22;21;23;1;551,0000;551,0000;0,0000;1174,5886;647198,32;647198,32;4;SIM;SIM;Recebido
258;PC000258;2025-10-28;2025-11-07;2025-11-04;21;23;1;546,0000;546,0000;0,0000;1145,9418;625684,22;625684,22;7;SIM;SIM;Recebido
259;PC000259;2026-02-20;2026-03-02;2026-02-24;21;23;1;521,0000;521,0000;0,0000;1142,1400;595054,94;595054,94;4;SIM;SIM;Recebido
260;PC000260;2026-05-08;2026-05-18;2026-05-11;21;23;1;525,0000;525,0000;0,0000;1197,5633;628720,73;628720,73;3;SIM;SIM;Recebido
261;PC000261;2024-10-10;2024-10-20;2024-10-18;22;14;1;32,0000;32,0000;0,0000;54,4024;1740,88;1740,88;8;SIM;SIM;Recebido
262;PC000262;2025-02-20;2025-03-02;2025-02-26;22;14;1;45,0000;45,0000;0,0000;55,7127;2507,07;2507,07;6;SIM;SIM;Recebido
263;PC000263;2025-04-25;2025-05-05;2025-04-29;22;14;1;43,0000;43,0000;0,0000;55,5092;2386,90;2386,90;4;SIM;SIM;Recebido
264;PC000264;2025-06-05;2025-06-15;2025-06-10;22;14;1;44,0000;44,0000;0,0000;53,3926;2349,27;2349,27;5;SIM;SIM;Recebido
265;PC000265;2025-08-27;2025-09-06;2025-09-03;22;14;1;36,0000;36,0000;0,0000;53,8866;1939,92;1939,92;7;SIM;SIM;Recebido
266;PC000266;2025-12-16;2025-12-26;2025-12-22;22;14;1;32,0000;32,0000;0,0000;54,6755;1749,62;1749,62;6;SIM;SIM;Recebido
267;PC000267;2026-03-03;2026-03-13;2026-03-06;22;14;1;35,0000;35,0000;0,0000;56,9458;1993,10;1993,10;3;SIM;SIM;Recebido
268;PC000268;2026-05-27;2026-06-06;2026-06-03;22;14;1;40,0000;40,0000;0,0000;57,1156;2284,62;2284,62;7;SIM;SIM;Recebido
269;PC000269;2024-09-11;2024-09-21;2024-09-19;23;2;1;240,0000;240,0000;0,0000;19,7742;4745,81;4745,81;8;SIM;SIM;Recebido
270;PC000270;2025-01-07;2025-01-17;2025-01-16;23;2;1;217,0000;161,0000;0,0000;20,1467;4371,83;3243,62;9;SIM;NAO;Recebido
271;PC000271;2025-03-26;2025-04-05;2025-04-02;23;2;1;325,0000;325,0000;0,0000;20,7170;6733,02;6733,02;7;SIM;SIM;Recebido
272;PC000272;2025-05-05;2025-05-15;2025-05-10;23;2;1;325,0000;296,0000;0,0000;19,6563;6388,30;5818,26;5;SIM;NAO;Recebido
273;PC000273;2025-07-16;2025-07-26;2025-07-24;23;2;1;300,0000;300,0000;0,0000;19,5575;5867,25;5867,25;8;SIM;SIM;Recebido
274;PC000274;2025-09-02;2025-09-12;2025-09-09;23;2;1;252,0000;252,0000;0,0000;19,7644;4980,63;4980,63;7;SIM;SIM;Recebido
275;PC000275;2025-11-13;2025-11-23;2025-11-20;23;2;1;212,0000;212,0000;0,0000;21,0338;4459,17;4459,17;7;SIM;SIM;Recebido
276;PC000276;2026-01-02;2026-01-12;2026-01-07;23;2;1;325,0000;279,0000;0,0000;20,4970;6661,52;5718,66;5;SIM;NAO;Recebido
277;PC000277;2026-05-18;2026-05-28;2026-05-22;23;2;1;325,0000;325,0000;0,0000;20,6497;6711,15;6711,15;4;SIM;SIM;Recebido
278;PC000278;2024-09-04;2024-09-14;2024-09-10;23;2;2;252,0000;252,0000;0,0000;21,1311;5325,04;5325,04;6;SIM;SIM;Recebido
279;PC000279;2024-12-25;2025-01-04;2024-12-31;23;2;2;240,0000;240,0000;0,0000;21,1565;5077,56;5077,56;6;SIM;SIM;Recebido
280;PC000280;2025-03-19;2025-03-29;2025-03-25;23;2;2;238,0000;238,0000;7,0000;21,0957;5020,78;5020,78;6;SIM;SIM;Recebido
281;PC000281;2025-06-19;2025-06-29;2025-06-24;23;2;2;285,0000;285,0000;0,0000;20,0440;5712,54;5712,54;5;SIM;SIM;Recebido
282;PC000282;2025-08-06;2025-08-16;2025-08-10;23;2;2;307,0000;307,0000;0,0000;19,8568;6096,04;6096,04;4;SIM;SIM;Recebido
283;PC000283;2025-11-04;2025-11-14;2025-11-10;23;2;2;280,0000;280,0000;0,0000;21,1303;5916,48;5916,48;6;SIM;SIM;Recebido
284;PC000284;2026-03-23;2026-04-02;2026-03-29;23;2;2;243,0000;243,0000;0,0000;20,3375;4942,01;4942,01;6;SIM;SIM;Recebido
285;PC000285;2026-05-25;2026-06-04;2026-06-01;23;2;2;233,0000;233,0000;0,0000;20,1006;4683,44;4683,44;7;SIM;SIM;Recebido
286;PC000286;2026-08-17;2026-08-27;2026-08-24;23;2;2;325,0000;325,0000;0,0000;20,0799;6525,97;6525,97;7;SIM;SIM;Recebido
287;PC000287;2024-10-23;2024-11-05;2024-11-01;24;20;2;125,0000;97,0000;0,0000;72,1530;9019,12;6998,84;9;SIM;NAO;Recebido
288;PC000288;2024-12-27;2025-01-09;2025-01-05;24;20;2;132,0000;132,0000;0,0000;74,5587;9841,75;9841,75;9;SIM;SIM;Recebido
289;PC000289;2025-02-10;2025-02-23;2025-02-17;24;20;2;121,0000;121,0000;0,0000;73,4344;8885,56;8885,56;7;SIM;SIM;Recebido
290;PC000290;2025-04-08;2025-04-21;2025-04-19;24;20;2;110,0000;110,0000;0,0000;75,0908;8259,99;8259,99;11;SIM;SIM;Recebido
291;PC000291;2025-07-11;2025-07-24;2025-07-21;24;20;2;131,0000;131,0000;0,0000;72,9044;9550,48;9550,48;10;SIM;SIM;Recebido
292;PC000292;2025-11-27;2025-12-10;2025-12-06;24;20;2;132,0000;132,0000;0,0000;75,1563;9920,63;9920,63;9;SIM;SIM;Recebido
293;PC000293;2025-12-31;2026-01-13;2026-01-07;24;20;2;94,0000;94,0000;0,0000;71,6589;6735,94;6735,94;7;SIM;SIM;Recebido
294;PC000294;2026-02-04;2026-02-17;2026-02-11;24;20;2;132,0000;132,0000;0,0000;76,3642;10080,07;10080,07;7;SIM;SIM;Recebido
295;PC000295;2026-04-15;2026-04-28;2026-04-23;24;20;2;132,0000;132,0000;0,0000;75,4280;9956,50;9956,50;8;SIM;SIM;Recebido
296;PC000296;2026-06-26;2026-07-09;2026-07-06;24;20;2;132,0000;132,0000;0,0000;76,1503;10051,84;10051,84;10;SIM;SIM;Recebido
297;PC000297;2026-07-29;2026-08-11;2026-08-09;24;20;2;132,0000;132,0000;0,0000;77,2793;10200,87;10200,87;11;SIM;SIM;Recebido
298;PC000298;2024-11-15;2024-11-28;2024-11-22;24;20;1;93,0000;93,0000;0,0000;74,2859;6908,59;6908,59;7;SIM;SIM;Recebido
299;PC000299;2025-03-17;2025-03-30;2025-03-28;24;20;1;132,0000;132,0000;0,0000;71,1876;9396,76;9396,76;11;SIM;SIM;Recebido
300;PC000300;2025-06-04;2025-06-17;2025-06-15;24;20;1;132,0000;132,0000;0,0000;73,5621;9710,20;9710,20;11;SIM;SIM;Recebido
301;PC000301;2024-10-17;2024-11-19;2024-11-26;25;1;2;210,0000;210,0000;0,0000;243,6539;51167,32;51167,32;40;NAO;SIM;Recebido
302;PC000302;2024-11-21;2024-12-24;2024-12-17;25;1;2;148,0000;148,0000;0,0000;240,8720;35649,06;35649,06;26;SIM;SIM;Recebido
303;PC000303;2025-01-14;2025-02-16;2025-02-04;25;1;2;192,0000;192,0000;0,0000;243,0966;46674,55;46674,55;21;SIM;SIM;Recebido
304;PC000304;2025-03-13;2025-04-15;2025-04-16;25;1;2;225,0000;196,0000;0,0000;241,1480;54258,30;47265,01;34;NAO;NAO;Recebido
305;PC000305;2025-05-28;2025-06-30;2025-06-12;25;1;2;164,0000;164,0000;0,0000;234,8913;38522,17;38522,17;15;SIM;SIM;Recebido
306;PC000306;2025-06-23;2025-07-26;2025-08-05;25;1;2;115,0000;115,0000;0,0000;239,1414;27501,26;27501,26;43;NAO;SIM;Recebido
307;PC000307;2025-07-24;2025-08-26;2025-08-27;25;1;2;211,0000;211,0000;0,0000;248,3281;52397,23;52397,23;34;NAO;SIM;Recebido
308;PC000308;2025-11-12;2025-12-15;2025-12-09;25;1;2;150,0000;150,0000;0,0000;235,4072;35311,08;35311,08;27;SIM;SIM;Recebido
309;PC000309;2025-12-16;2026-01-18;2026-01-03;25;1;2;132,0000;132,0000;0,0000;239,7888;31652,12;31652,12;18;SIM;SIM;Recebido
310;PC000310;2026-02-20;2026-03-25;2026-03-31;25;1;2;159,0000;159,0000;0,0000;233,0584;37056,29;37056,29;39;NAO;SIM;Recebido
311;PC000311;2026-03-18;2026-04-20;2026-04-20;25;1;2;128,0000;128,0000;0,0000;248,3897;31793,88;31793,88;33;SIM;SIM;Recebido
312;PC000312;2026-05-29;2026-07-01;2026-06-18;25;1;2;180,0000;180,0000;0,0000;237,4500;42741,00;42741,00;20;SIM;SIM;Recebido
313;PC000313;2026-06-02;2026-07-05;2026-06-28;25;1;2;116,0000;116,0000;0,0000;247,5866;28720,05;28720,05;26;SIM;SIM;Recebido
314;PC000314;2026-08-19;2026-09-21;;25;1;2;171,0000;0,0000;0,0000;234,3283;40070,14;0,00;;NAO;NAO;Aberto
315;PC000315;2024-10-21;2024-11-23;2024-11-25;25;1;1;152,0000;133,0000;0,0000;228,8594;34786,63;30438,30;35;NAO;NAO;Recebido
316;PC000316;2025-01-13;2025-02-15;2025-02-13;25;1;1;171,0000;171,0000;0,0000;237,3620;40588,90;40588,90;31;SIM;SIM;Recebido
317;PC000317;2025-03-17;2025-04-19;2025-04-15;25;1;1;207,0000;207,0000;0,0000;236,6297;48982,35;48982,35;29;SIM;SIM;Recebido
318;PC000318;2025-05-26;2025-06-28;2025-06-21;25;1;1;222,0000;222,0000;9,0000;239,7876;53232,85;53232,85;26;SIM;SIM;Recebido
319;PC000319;2025-07-07;2025-08-09;2025-08-13;25;1;1;130,0000;130,0000;0,0000;239,7755;31170,81;31170,81;37;NAO;SIM;Recebido
320;PC000320;2025-09-10;2025-10-13;2025-10-07;25;1;1;191,0000;191,0000;7,0000;230,6837;44060,59;44060,59;27;SIM;SIM;Recebido
321;PC000321;2025-11-20;2025-12-23;2025-12-28;25;1;1;159,0000;159,0000;0,0000;230,6217;36668,85;36668,85;38;NAO;SIM;Recebido
322;PC000322;2024-09-10;2024-10-03;2024-10-03;26;18;3;511,0000;511,0000;0,0000;40,1586;20521,04;20521,04;23;SIM;SIM;Recebido
323;PC000323;2024-12-26;2025-01-18;2025-01-11;26;18;3;745,0000;745,0000;0,0000;39,3337;29303,61;29303,61;16;SIM;SIM;Recebido
324;PC000324;2025-03-07;2025-03-30;2025-03-20;26;18;3;557,0000;557,0000;0,0000;41,4085;23064,53;23064,53;13;SIM;SIM;Recebido
325;PC000325;2025-05-29;2025-06-21;2025-06-12;26;18;3;535,0000;535,0000;0,0000;39,6627;21219,54;21219,54;14;SIM;SIM;Recebido
326;PC000326;2025-10-24;2025-11-16;2025-11-10;26;18;3;608,0000;608,0000;0,0000;39,6541;24109,69;24109,69;17;SIM;SIM;Recebido
327;PC000327;2026-02-02;2026-02-25;2026-02-16;26;18;3;479,0000;479,0000;0,0000;40,8183;19551,97;19551,97;14;SIM;SIM;Recebido
328;PC000328;2026-04-20;2026-05-13;2026-05-14;26;18;3;472,0000;472,0000;0,0000;40,4354;19085,51;19085,51;24;NAO;SIM;Recebido
329;PC000329;2026-07-07;2026-07-30;2026-07-27;26;18;3;630,0000;630,0000;0,0000;39,7974;25072,36;25072,36;20;SIM;SIM;Recebido
330;PC000330;2024-09-24;2024-10-17;2024-10-17;26;18;2;614,0000;614,0000;0,0000;38,1293;23411,39;23411,39;23;SIM;SIM;Recebido
331;PC000331;2024-11-06;2024-11-29;2024-11-26;26;18;2;490,0000;490,0000;0,0000;39,0082;19114,02;19114,02;20;SIM;SIM;Recebido
332;PC000332;2025-01-02;2025-01-25;2025-01-17;26;18;2;468,0000;468,0000;0,0000;40,0732;18754,26;18754,26;15;SIM;SIM;Recebido
333;PC000333;2025-04-07;2025-04-30;2025-05-05;26;18;2;513,0000;513,0000;0,0000;40,0875;20564,89;20564,89;28;NAO;SIM;Recebido
334;PC000334;2025-06-03;2025-06-26;2025-06-26;26;18;2;673,0000;673,0000;0,0000;39,9156;26863,20;26863,20;23;SIM;SIM;Recebido
335;PC000335;2025-08-08;2025-08-31;2025-08-21;26;18;2;466,0000;466,0000;0,0000;41,6999;19432,15;19432,15;13;SIM;SIM;Recebido
336;PC000336;2025-10-21;2025-11-13;2025-11-11;26;18;2;481,0000;481,0000;0,0000;41,8075;20109,41;20109,41;21;SIM;SIM;Recebido
337;PC000337;2026-02-23;2026-03-18;2026-03-19;26;18;2;628,0000;628,0000;0,0000;40,4941;25430,29;25430,29;24;NAO;SIM;Recebido
338;PC000338;2026-06-08;2026-07-01;2026-07-04;26;18;2;745,0000;745,0000;0,0000;42,1289;31386,03;31386,03;26;NAO;SIM;Recebido
339;PC000339;2024-10-02;2024-10-20;2024-10-11;27;29;1;599,0000;599,0000;0,0000;63,7509;38186,79;38186,79;9;SIM;SIM;Recebido
340;PC000340;2025-02-26;2025-03-16;2025-03-23;27;29;1;597,0000;597,0000;0,0000;66,1937;39517,64;39517,64;25;NAO;SIM;Recebido
341;PC000341;2025-05-06;2025-05-24;2025-05-21;27;29;1;661,0000;661,0000;0,0000;64,0571;42341,74;42341,74;15;SIM;SIM;Recebido
342;PC000342;2026-02-13;2026-03-03;2026-03-02;27;29;1;609,0000;609,0000;0,0000;65,0339;39605,65;39605,65;17;SIM;SIM;Recebido
343;PC000343;2026-06-11;2026-06-29;2026-06-21;27;29;1;640,0000;640,0000;0,0000;66,0697;42284,61;42284,61;10;SIM;SIM;Recebido
344;PC000344;2024-09-16;2024-10-04;2024-09-28;27;29;3;681,0000;681,0000;0,0000;67,3812;45886,60;45886,60;12;SIM;SIM;Recebido
345;PC000345;2025-03-28;2025-04-15;2025-04-17;27;29;3;674,0000;674,0000;0,0000;63,7972;42999,31;42999,31;20;NAO;SIM;Recebido
346;PC000346;2025-07-24;2025-08-11;2025-08-06;27;29;3;796,0000;796,0000;21,0000;67,3674;53624,45;53624,45;13;SIM;SIM;Recebido
347;PC000347;2025-12-04;2025-12-22;2025-12-16;27;29;3;727,0000;727,0000;0,0000;69,5819;50586,04;50586,04;12;SIM;SIM;Recebido
348;PC000348;2026-04-24;2026-05-12;2026-05-08;27;29;3;699,0000;699,0000;0,0000;66,8549;46731,58;46731,58;14;SIM;SIM;Recebido
