SK_Movimentacao;Data;SK_Item;SK_Deposito;SK_TipoMovimento;SK_CentroCusto;SK_Fornecedor;NumeroDocumento;Quantidade;CustoUnitario;ValorTotal;QuantidadeSinalizada;ValorSinalizado
277;2024-12-19;4;1;8;5;;RQ000243;99,0000;246,1363;24367,49;-99,0000;-24367,49
278;2025-01-06;4;1;7;12;;RQ000244;28,0000;246,1363;6891,82;-28,0000;-6891,82
279;2025-01-10;4;1;7;6;;RQ000245;28,0000;246,1363;6891,82;-28,0000;-6891,82
280;2025-01-27;4;1;8;2;;RQ000246;28,0000;246,1363;6891,82;-28,0000;-6891,82
281;2025-01-17;4;1;7;9;;RQ000247;28,0000;246,1363;6891,82;-28,0000;-6891,82
282;2025-01-24;4;1;8;9;;RQ000248;28,0000;246,1363;6891,82;-28,0000;-6891,82
283;2025-02-04;4;1;1;;13;NF644951;657,0000;249,0679;163637,61;657,0000;163637,61
284;2025-02-26;4;1;6;10;;RQ000249;64,0000;249,0679;15940,35;-64,0000;-15940,35
285;2025-02-04;4;1;6;8;;RQ000250;64,0000;249,0679;15940,35;-64,0000;-15940,35
286;2025-02-26;4;1;8;7;;RQ000251;64,0000;249,0679;15940,35;-64,0000;-15940,35
287;2025-02-26;4;1;8;4;;RQ000252;64,0000;249,0679;15940,35;-64,0000;-15940,35
288;2025-03-13;4;1;8;10;;RQ000253;94,0000;249,0679;23412,38;-94,0000;-23412,38
289;2025-03-07;4;1;7;6;;RQ000254;94,0000;249,0679;23412,38;-94,0000;-23412,38
290;2025-03-26;4;1;6;11;;RQ000255;94,0000;249,0679;23412,38;-94,0000;-23412,38
291;2025-04-17;4;1;7;10;;RQ000256;160,0000;249,0679;39850,86;-160,0000;-39850,86
292;2025-05-02;4;1;1;;13;NF660226;698,0000;248,2429;173273,54;698,0000;173273,54
293;2025-05-19;4;1;8;7;;RQ000257;159,0000;248,2429;39470,62;-159,0000;-39470,62
294;2025-05-23;4;1;7;12;;RQ000258;159,0000;248,2429;39470,62;-159,0000;-39470,62
295;2025-06-25;4;1;6;2;;RQ000259;181,0000;248,2429;44931,96;-181,0000;-44931,96
296;2025-07-10;4;1;7;3;;RQ000260;41,0000;248,2429;10177,96;-41,0000;-10177,96
297;2025-07-22;4;1;6;4;;RQ000261;41,0000;248,2429;10177,96;-41,0000;-10177,96
298;2025-07-04;4;1;6;5;;RQ000262;41,0000;248,2429;10177,96;-41,0000;-10177,96
299;2025-07-28;4;1;6;6;;RQ000263;41,0000;248,2429;10177,96;-41,0000;-10177,96
300;2025-07-25;4;1;8;12;;RQ000264;41,0000;248,2429;10177,96;-41,0000;-10177,96
301;2025-07-19;4;1;1;;13;NF115997;704,0000;248,7245;175102,05;704,0000;175102,05
302;2025-08-18;4;1;8;2;;RQ000265;34,0000;248,7245;8456,63;-34,0000;-8456,63
303;2025-08-05;4;1;8;5;;RQ000266;34,0000;248,7245;8456,63;-34,0000;-8456,63
304;2025-08-20;4;1;7;9;;RQ000267;34,0000;248,7245;8456,63;-34,0000;-8456,63
305;2025-08-29;4;1;8;1;;RQ000268;34,0000;248,7245;8456,63;-34,0000;-8456,63
306;2025-08-06;4;1;8;10;;RQ000269;34,0000;248,7245;8456,63;-34,0000;-8456,63
307;2025-09-19;4;1;6;2;;RQ000270;15,0000;248,7245;3730,87;-15,0000;-3730,87
308;2025-09-04;4;1;7;5;;RQ000271;15,0000;248,7245;3730,87;-15,0000;-3730,87
309;2025-09-16;4;1;6;4;;RQ000272;15,0000;248,7245;3730,87;-15,0000;-3730,87
310;2025-09-30;4;1;7;7;;RQ000273;15,0000;248,7245;3730,87;-15,0000;-3730,87
311;2025-10-28;4;1;6;5;;RQ000274;4,0000;248,7245;994,90;-4,0000;-994,90
312;2025-10-17;4;1;6;7;;RQ000275;4,0000;248,7245;994,90;-4,0000;-994,90
313;2025-10-21;4;1;6;5;;RQ000276;4,0000;248,7245;994,90;-4,0000;-994,90
314;2025-10-08;4;1;8;4;;RQ000277;4,0000;248,7245;994,90;-4,0000;-994,90
315;2025-11-18;4;1;8;4;;RQ000278;74,0000;248,7245;18405,61;-74,0000;-18405,61
316;2025-11-27;4;1;7;2;;RQ000279;74,0000;248,7245;18405,61;-74,0000;-18405,61
317;2025-11-04;4;1;7;3;;RQ000280;74,0000;248,7245;18405,61;-74,0000;-18405,61
318;2025-12-22;4;1;6;2;;RQ000281;26,0000;248,7245;6466,84;-26,0000;-6466,84
319;2025-12-29;4;1;8;1;;RQ000282;26,0000;248,7245;6466,84;-26,0000;-6466,84
320;2025-12-18;4;1;7;7;;RQ000283;26,0000;248,7245;6466,84;-26,0000;-6466,84
321;2025-12-22;4;1;7;5;;RQ000284;26,0000;248,7245;6466,84;-26,0000;-6466,84
322;2026-01-13;4;1;6;5;;RQ000285;49,0000;248,7245;12187,50;-49,0000;-12187,50
323;2026-01-23;4;1;8;6;;RQ000286;49,0000;248,7245;12187,50;-49,0000;-12187,50
324;2026-01-14;4;1;8;10;;RQ000287;49,0000;248,7245;12187,50;-49,0000;-12187,50
325;2026-01-13;4;1;7;7;;RQ000288;49,0000;248,7245;12187,50;-49,0000;-12187,50
326;2026-01-05;4;1;6;9;;RQ000289;12,0000;248,7245;2984,69;-12,0000;-2984,69
327;2026-02-10;4;1;1;;13;NF557949;780,0000;247,5534;193091,65;780,0000;193091,65
328;2026-02-26;4;1;7;8;;RQ000290;95,0000;247,5534;23517,57;-95,0000;-23517,57
329;2026-02-20;4;1;6;8;;RQ000291;95,0000;247,5534;23517,57;-95,0000;-23517,57
330;2026-03-09;4;1;7;9;;RQ000292;29,0000;247,5534;7179,05;-29,0000;-7179,05
331;2026-03-19;4;1;7;12;;RQ000293;29,0000;247,5534;7179,05;-29,0000;-7179,05
332;2026-03-05;4;1;8;12;;RQ000294;29,0000;247,5534;7179,05;-29,0000;-7179,05
333;2026-03-17;4;1;6;9;;RQ000295;29,0000;247,5534;7179,05;-29,0000;-7179,05
334;2026-03-24;4;1;8;11;;RQ000296;29,0000;247,5534;7179,05;-29,0000;-7179,05
335;2026-04-10;4;1;6;1;;RQ000297;49,0000;247,5534;12130,12;-49,0000;-12130,12
336;2026-04-24;4;1;8;5;;RQ000298;49,0000;247,5534;12130,12;-49,0000;-12130,12
337;2026-04-02;4;1;8;5;;RQ000299;49,0000;247,5534;12130,12;-49,0000;-12130,12
338;2026-05-28;4;1;7;1;;RQ000300;13,0000;247,5534;3218,19;-13,0000;-3218,19
339;2026-05-05;4;1;8;8;;RQ000301;13,0000;247,5534;3218,19;-13,0000;-3218,19
340;2026-05-06;4;1;8;1;;RQ000302;13,0000;247,5534;3218,19;-13,0000;-3218,19
341;2026-05-20;4;1;6;8;;RQ000303;13,0000;247,5534;3218,19;-13,0000;-3218,19
342;2026-05-08;4;1;8;8;;RQ000304;13,0000;247,5534;3218,19;-13,0000;-3218,19
343;2026-06-16;4;1;7;8;;RQ000305;46,0000;247,5534;11387,46;-46,0000;-11387,46
344;2026-06-08;4;1;7;11;;RQ000306;46,0000;247,5534;11387,46;-46,0000;-11387,46
345;2026-06-17;4;1;7;1;;RQ000307;46,0000;247,5534;11387,46;-46,0000;-11387,46
346;2026-06-22;4;1;7;9;;RQ000308;46,0000;247,5534;11387,46;-46,0000;-11387,46
347;2026-07-15;4;1;1;;13;NF583507;731,0000;247,2726;180756,27;731,0000;180756,27
348;2026-07-07;4;1;8;6;;RQ000309;30,0000;247,2726;7418,18;-30,0000;-7418,18
349;2026-07-01;4;1;8;1;;RQ000310;30,0000;247,2726;7418,18;-30,0000;-7418,18
350;2026-07-17;4;1;6;11;;RQ000311;30,0000;247,2726;7418,18;-30,0000;-7418,18
351;2026-07-09;4;1;6;1;;RQ000312;30,0000;247,2726;7418,18;-30,0000;-7418,18
352;2026-07-22;4;1;6;10;;RQ000313;30,0000;247,2726;7418,18;-30,0000;-7418,18
353;2024-09-25;5;1;7;12;;RQ000314;25,0000;1818,6300;45465,75;-25,0000;-45465,75
354;2024-09-09;5;1;6;2;;RQ000315;25,0000;1818,6300;45465,75;-25,0000;-45465,75
355;2024-09-11;5;1;6;5;;RQ000316;25,0000;1818,6300;45465,75;-25,0000;-45465,75
356;2024-10-20;5;1;1;;8;NF743790;230,0000;1828,8483;420635,11;230,0000;420635,11
357;2024-12-05;5;1;8;6;;RQ000317;30,0000;1828,8483;54865,45;-30,0000;-54865,45
358;2024-12-23;5;1;7;8;;RQ000318;30,0000;1828,8483;54865,45;-30,0000;-54865,45
359;2024-12-18;5;1;6;1;;RQ000319;30,0000;1828,8483;54865,45;-30,0000;-54865,45
360;2025-01-13;5;1;6;11;;RQ000320;7,0000;1828,8483;12801,94;-7,0000;-12801,94
361;2025-01-28;5;1;7;2;;RQ000321;7,0000;1828,8483;12801,94;-7,0000;-12801,94
362;2025-01-21;5;1;6;3;;RQ000322;7,0000;1828,8483;12801,94;-7,0000;-12801,94
363;2025-03-13;5;1;6;9;;RQ000323;29,0000;1828,8483;53036,60;-29,0000;-53036,60
364;2025-03-31;5;1;6;1;;RQ000324;29,0000;1828,8483;53036,60;-29,0000;-53036,60
365;2025-03-27;5;1;1;;8;NF138669;169,0000;1846,6551;312084,71;169,0000;312084,71
366;2025-04-16;5;1;8;1;;RQ000325;1,0000;1846,6551;1846,66;-1,0000;-1846,66
367;2025-04-08;5;1;8;11;;RQ000326;1,0000;1846,6551;1846,66;-1,0000;-1846,66
368;2025-05-16;5;1;8;10;;RQ000327;114,0000;1846,6551;210518,68;-114,0000;-210518,68
369;2025-06-19;5;1;8;3;;RQ000328;75,0000;1846,6551;138499,13;-75,0000;-138499,13
370;2025-07-08;5;1;1;;8;NF710256;191,0000;1841,1611;351661,77;191,0000;351661,77
371;2025-07-04;5;1;8;10;;RQ000329;56,0000;1841,1611;103105,02;-56,0000;-103105,02
372;2025-08-05;5;1;6;3;;RQ000330;4,0000;1841,1611;7364,64;-4,0000;-7364,64
373;2025-08-08;5;1;6;10;;RQ000331;4,0000;1841,1611;7364,64;-4,0000;-7364,64
374;2025-08-20;5;1;6;11;;RQ000332;4,0000;1841,1611;7364,64;-4,0000;-7364,64
375;2025-08-01;5;1;8;4;;RQ000333;4,0000;1841,1611;7364,64;-4,0000;-7364,64
376;2025-09-25;5;1;8;11;;RQ000334;5,0000;1841,1611;9205,81;-5,0000;-9205,81
377;2025-09-26;5;1;6;11;;RQ000335;5,0000;1841,1611;9205,81;-5,0000;-9205,81
378;2025-09-22;5;1;6;1;;RQ000336;5,0000;1841,1611;9205,81;-5,0000;-9205,81
379;2025-09-09;5;1;7;10;;RQ000337;5,0000;1841,1611;9205,81;-5,0000;-9205,81
380;2025-10-29;5;1;6;12;;RQ000338;80,0000;1841,1611;147292,89;-80,0000;-147292,89
381;2025-11-10;5;1;1;;8;NF309668;172,0000;1833,7640;315407,41;172,0000;315407,41
382;2025-11-19;5;1;7;1;;RQ000339;5,0000;1833,7640;9168,82;-5,0000;-9168,82
383;2025-11-06;5;1;7;6;;RQ000340;5,0000;1833,7640;9168,82;-5,0000;-9168,82
384;2025-11-07;5;1;7;3;;RQ000341;5,0000;1833,7640;9168,82;-5,0000;-9168,82
385;2025-11-04;5;1;7;8;;RQ000342;5,0000;1833,7640;9168,82;-5,0000;-9168,82
386;2025-12-29;5;1;6;10;;RQ000343;12,0000;1833,7640;22005,17;-12,0000;-22005,17
387;2025-12-17;5;1;7;4;;RQ000344;12,0000;1833,7640;22005,17;-12,0000;-22005,17
388;2025-12-01;5;1;8;7;;RQ000345;12,0000;1833,7640;22005,17;-12,0000;-22005,17
389;2025-12-19;5;1;6;10;;RQ000346;12,0000;1833,7640;22005,17;-12,0000;-22005,17
390;2025-12-02;5;1;6;8;;RQ000347;12,0000;1833,7640;22005,17;-12,0000;-22005,17
391;2026-01-01;5;1;8;12;;RQ000348;4,0000;1833,7640;7335,06;-4,0000;-7335,06
392;2026-01-08;5;1;8;2;;RQ000349;4,0000;1833,7640;7335,06;-4,0000;-7335,06
393;2026-01-28;5;1;8;12;;RQ000350;4,0000;1833,7640;7335,06;-4,0000;-7335,06
394;2026-01-05;5;1;8;7;;RQ000351;4,0000;1833,7640;7335,06;-4,0000;-7335,06
395;2026-01-23;5;1;8;1;;RQ000352;4,0000;1833,7640;7335,06;-4,0000;-7335,06
396;2026-02-18;5;1;8;4;;RQ000353;11,0000;1833,7640;20171,40;-11,0000;-20171,40
397;2026-02-24;5;1;6;9;;RQ000354;11,0000;1833,7640;20171,40;-11,0000;-20171,40
398;2026-02-04;5;1;7;6;;RQ000355;11,0000;1833,7640;20171,40;-11,0000;-20171,40
399;2026-02-06;5;1;8;9;;RQ000356;11,0000;1833,7640;20171,40;-11,0000;-20171,40
400;2026-02-05;5;1;7;4;;RQ000357;11,0000;1833,7640;20171,40;-11,0000;-20171,40
401;2026-03-09;5;1;6;2;;RQ000358;4,0000;1833,7640;7335,06;-4,0000;-7335,06
402;2026-03-17;5;1;6;8;;RQ000359;4,0000;1833,7640;7335,06;-4,0000;-7335,06
403;2026-03-10;5;1;7;10;;RQ000360;4,0000;1833,7640;7335,06;-4,0000;-7335,06
404;2026-03-03;5;1;6;7;;RQ000361;4,0000;1833,7640;7335,06;-4,0000;-7335,06
405;2026-03-04;5;1;6;5;;RQ000362;4,0000;1833,7640;7335,06;-4,0000;-7335,06
406;2026-04-05;5;1;1;;8;NF122525;175,0000;1853,5154;324365,20;175,0000;324365,20
407;2026-04-27;5;1;8;11;;RQ000363;25,0000;1853,5154;46337,89;-25,0000;-46337,89
408;2026-04-16;5;1;8;11;;RQ000364;25,0000;1853,5154;46337,89;-25,0000;-46337,89
409;2026-05-08;5;1;7;6;;RQ000365;21,0000;1853,5154;38923,82;-21,0000;-38923,82
410;2026-05-05;5;1;7;5;;RQ000366;21,0000;1853,5154;38923,82;-21,0000;-38923,82
411;2026-05-18;5;1;7;3;;RQ000367;21,0000;1853,5154;38923,82;-21,0000;-38923,82
412;2026-06-18;5;1;8;1;;RQ000368;8,0000;1853,5154;14828,12;-8,0000;-14828,12
413;2026-06-12;5;1;7;9;;RQ000369;8,0000;1853,5154;14828,12;-8,0000;-14828,12
414;2026-07-30;5;1;7;3;;RQ000370;14,0000;1853,5154;25949,22;-14,0000;-25949,22
415;2026-07-21;5;1;8;5;;RQ000371;14,0000;1853,5154;25949,22;-14,0000;-25949,22
416;2026-07-22;5;1;6;10;;RQ000372;14,0000;1853,5154;25949,22;-14,0000;-25949,22
417;2026-07-23;5;1;6;12;;RQ000373;14,0000;1853,5154;25949,22;-14,0000;-25949,22
418;2026-07-12;5;1;1;;8;NF904357;185,0000;1844,2304;341182,62;185,0000;341182,62
419;2026-08-07;5;1;6;2;;RQ000374;27,0000;1844,2304;49794,22;-27,0000;-49794,22
420;2026-08-17;5;1;7;4;;RQ000375;27,0000;1844,2304;49794,22;-27,0000;-49794,22
421;2026-08-31;5;1;6;11;;RQ000376;27,0000;1844,2304;49794,22;-27,0000;-49794,22
422;2024-09-10;6;3;6;12;;RQ000377;40,0000;177,5600;7102,40;-40,0000;-7102,40
423;2024-09-05;6;3;8;10;;RQ000378;40,0000;177,5600;7102,40;-40,0000;-7102,40
424;2024-09-11;6;3;6;10;;RQ000379;40,0000;177,5600;7102,40;-40,0000;-7102,40
425;2024-09-30;6;3;7;7;;RQ000380;40,0000;177,5600;7102,40;-40,0000;-7102,40
426;2024-09-26;6;3;1;;8;NF618101;605,0000;178,0626;107727,87;605,0000;107727,87
427;2024-10-01;6;3;6;5;;RQ000381;103,0000;178,0626;18340,45;-103,0000;-18340,45
428;2024-11-01;6;3;6;5;;RQ000382;71,0000;178,0626;12642,44;-71,0000;-12642,44
429;2024-11-12;6;3;8;8;;RQ000383;71,0000;178,0626;12642,44;-71,0000;-12642,44
430;2024-12-12;6;3;6;1;;RQ000384;65,0000;178,0626;11574,07;-65,0000;-11574,07
431;2024-12-02;6;3;7;5;;RQ000385;65,0000;178,0626;11574,07;-65,0000;-11574,07
432;2025-01-28;6;3;7;11;;RQ000386;98,0000;178,0626;17450,13;-98,0000;-17450,13
433;2025-01-27;6;3;6;1;;RQ000387;98,0000;178,0626;17450,13;-98,0000;-17450,13
434;2025-01-14;6;3;7;3;;RQ000388;98,0000;178,0626;17450,13;-98,0000;-17450,13
435;2025-02-23;6;3;1;;8;NF602811;669,0000;179,4183;120030,84;669,0000;120030,84
436;2025-02-10;6;3;8;6;;RQ000389;51,0000;179,4183;9150,33;-51,0000;-9150,33
437;2025-02-17;6;3;7;3;;RQ000390;51,0000;179,4183;9150,33;-51,0000;-9150,33
438;2025-02-05;6;3;8;3;;RQ000391;51,0000;179,4183;9150,33;-51,0000;-9150,33
439;2025-02-26;6;3;9;;;TR000439;79,0000;179,4183;14174,05;-79,0000;-14174,05
440;2025-03-19;6;3;6;8;;RQ000392;46,0000;179,4183;8253,24;-46,0000;-8253,24
441;2025-03-25;6;3;6;2;;RQ000393;46,0000;179,4183;8253,24;-46,0000;-8253,24
442;2025-03-06;6;3;8;6;;RQ000394;46,0000;179,4183;8253,24;-46,0000;-8253,24
443;2025-03-31;6;3;8;6;;RQ000395;46,0000;179,4183;8253,24;-46,0000;-8253,24
444;2025-03-17;6;3;8;2;;RQ000396;46,0000;179,4183;8253,24;-46,0000;-8253,24
445;2025-03-25;6;3;9;;;TR000445;55,0000;179,4183;9868,01;-55,0000;-9868,01
446;2025-04-16;6;3;1;;8;NF294118;467,0000;181,3145;84673,87;467,0000;84673,87
447;2025-04-14;6;3;6;9;;RQ000397;51,0000;181,3145;9247,04;-51,0000;-9247,04
448;2025-04-04;6;3;7;2;;RQ000398;51,0000;181,3145;9247,04;-51,0000;-9247,04
449;2025-05-15;6;3;8;12;;RQ000399;91,0000;181,3145;16499,62;-91,0000;-16499,62
450;2025-05-08;6;3;8;7;;RQ000400;91,0000;181,3145;16499,62;-91,0000;-16499,62
451;2025-05-28;6;3;6;8;;RQ000401;91,0000;181,3145;16499,62;-91,0000;-16499,62
452;2025-05-31;6;3;1;;8;NF276919;425,0000;181,5341;77151,99;425,0000;77151,99
453;2025-06-12;6;3;6;6;;RQ000402;241,0000;181,5341;43749,72;-241,0000;-43749,72
454;2025-07-16;6;3;8;10;;RQ000403;39,0000;181,5341;7079,83;-39,0000;-7079,83
455;2025-07-09;6;3;6;8;;RQ000404;39,0000;181,5341;7079,83;-39,0000;-7079,83
456;2025-07-21;6;3;6;1;;RQ000405;39,0000;181,5341;7079,83;-39,0000;-7079,83
457;2025-07-22;6;3;6;3;;RQ000406;39,0000;181,5341;7079,83;-39,0000;-7079,83
458;2025-08-26;6;3;7;4;;RQ000407;39,0000;181,5341;7079,83;-39,0000;-7079,83
459;2025-08-18;6;3;7;9;;RQ000408;39,0000;181,5341;7079,83;-39,0000;-7079,83
460;2025-08-14;6;3;6;7;;RQ000409;39,0000;181,5341;7079,83;-39,0000;-7079,83
461;2025-08-15;6;3;6;1;;RQ000410;39,0000;181,5341;7079,83;-39,0000;-7079,83
462;2025-08-13;6;3;9;;;TR000462;64,0000;181,5341;11618,18;-64,0000;-11618,18
463;2025-09-29;6;3;1;;8;NF510396;617,0000;182,3147;112488,17;617,0000;112488,17
464;2025-09-16;6;3;8;7;;RQ000411;72,0000;182,3147;13126,66;-72,0000;-13126,66
465;2025-09-11;6;3;6;1;;RQ000412;72,0000;182,3147;13126,66;-72,0000;-13126,66
466;2025-09-12;6;3;8;10;;RQ000413;72,0000;182,3147;13126,66;-72,0000;-13126,66
467;2025-10-28;6;3;7;2;;RQ000414;115,0000;182,3147;20966,19;-115,0000;-20966,19
468;2025-11-19;6;3;6;6;;RQ000415;105,0000;182,3147;19143,04;-105,0000;-19143,04
469;2025-11-30;6;3;1;;8;NF988494;436,0000;183,2385;79891,99;436,0000;79891,99
470;2025-12-18;6;3;6;5;;RQ000416;231,0000;183,2385;42328,09;-231,0000;-42328,09
471;2026-01-16;6;3;7;4;;RQ000417;37,0000;183,2385;6779,82;-37,0000;-6779,82
472;2026-01-26;6;3;7;7;;RQ000418;37,0000;183,2385;6779,82;-37,0000;-6779,82
473;2026-01-13;6;3;7;10;;RQ000419;37,0000;183,2385;6779,82;-37,0000;-6779,82
474;2026-01-06;6;3;6;11;;RQ000420;37,0000;183,2385;6779,82;-37,0000;-6779,82
475;2026-01-16;6;3;6;11;;RQ000421;37,0000;183,2385;6779,82;-37,0000;-6779,82
476;2026-02-24;6;3;1;;8;NF481969;416,0000;183,5696;76364,95;416,0000;76364,95
477;2026-02-11;6;3;6;11;;RQ000422;57,0000;183,5696;10463,47;-57,0000;-10463,47
478;2026-02-06;6;3;7;11;;RQ000423;57,0000;183,5696;10463,47;-57,0000;-10463,47
479;2026-02-05;6;3;6;1;;RQ000424;57,0000;183,5696;10463,47;-57,0000;-10463,47
480;2026-03-05;6;3;6;5;;RQ000425;78,0000;183,5696;14318,43;-78,0000;-14318,43
481;2026-03-06;6;3;8;1;;RQ000426;78,0000;183,5696;14318,43;-78,0000;-14318,43
482;2026-03-02;6;3;6;6;;RQ000427;78,0000;183,5696;14318,43;-78,0000;-14318,43
483;2026-04-24;6;3;8;2;;RQ000428;50,0000;183,5696;9178,48;-50,0000;-9178,48
484;2026-04-09;6;3;7;2;;RQ000429;50,0000;183,5696;9178,48;-50,0000;-9178,48
485;2026-04-27;6;3;8;12;;RQ000430;50,0000;183,5696;9178,48;-50,0000;-9178,48
486;2026-04-30;6;3;7;4;;RQ000431;50,0000;183,5696;9178,48;-50,0000;-9178,48
487;2026-04-15;6;3;7;5;;RQ000432;50,0000;183,5696;9178,48;-50,0000;-9178,48
488;2026-05-07;6;3;1;;8;NF485602;655,0000;183,3859;120117,76;655,0000;120117,76
489;2026-05-27;6;3;8;11;;RQ000433;46,0000;183,3859;8435,75;-46,0000;-8435,75
490;2026-05-18;6;3;7;5;;RQ000434;46,0000;183,3859;8435,75;-46,0000;-8435,75
491;2026-05-18;6;3;6;8;;RQ000435;46,0000;183,3859;8435,75;-46,0000;-8435,75
492;2026-05-27;6;3;6;5;;RQ000436;46,0000;183,3859;8435,75;-46,0000;-8435,75
493;2026-05-21;6;3;7;11;;RQ000437;46,0000;183,3859;8435,75;-46,0000;-8435,75
494;2026-06-29;6;3;6;3;;RQ000438;50,0000;183,3859;9169,30;-50,0000;-9169,30
495;2026-06-24;6;3;8;12;;RQ000439;50,0000;183,3859;9169,30;-50,0000;-9169,30
496;2026-06-15;6;3;8;3;;RQ000440;50,0000;183,3859;9169,30;-50,0000;-9169,30
497;2026-06-19;6;3;6;2;;RQ000441;50,0000;183,3859;9169,30;-50,0000;-9169,30
498;2026-07-30;6;3;1;;8;NF188498;430,0000;182,8582;78629,03;430,0000;78629,03
499;2026-07-06;6;3;7;7;;RQ000442;43,0000;182,8582;7862,90;-43,0000;-7862,90
500;2026-07-01;6;3;6;9;;RQ000443;43,0000;182,8582;7862,90;-43,0000;-7862,90
501;2026-07-15;6;3;6;5;;RQ000444;43,0000;182,8582;7862,90;-43,0000;-7862,90
502;2026-07-20;6;3;7;10;;RQ000445;43,0000;182,8582;7862,90;-43,0000;-7862,90
503;2026-08-04;6;3;6;12;;RQ000446;67,0000;182,8582;12251,50;-67,0000;-12251,50
504;2026-08-10;6;3;8;8;;RQ000447;67,0000;182,8582;12251,50;-67,0000;-12251,50
505;2026-08-20;6;3;6;5;;RQ000448;67,0000;182,8582;12251,50;-67,0000;-12251,50
506;2026-08-14;6;3;6;1;;RQ000449;67,0000;182,8582;12251,50;-67,0000;-12251,50
507;2024-09-03;6;1;6;9;;RQ000450;47,0000;177,5600;8345,32;-47,0000;-8345,32
508;2024-09-30;6;1;7;10;;RQ000451;47,0000;177,5600;8345,32;-47,0000;-8345,32
509;2024-09-23;6;1;8;1;;RQ000452;47,0000;177,5600;8345,32;-47,0000;-8345,32
510;2024-09-29;6;1;1;;8;NF455652;422,0000;176,6261;74536,21;422,0000;74536,21
511;2024-10-23;6;1;8;7;;RQ000453;60,0000;176,6261;10597,57;-60,0000;-10597,57
512;2024-10-16;6;1;7;12;;RQ000454;60,0000;176,6261;10597,57;-60,0000;-10597,57
513;2024-10-25;6;1;7;9;;RQ000455;60,0000;176,6261;10597,57;-60,0000;-10597,57
514;2024-11-07;6;1;6;1;;RQ000456;36,0000;176,6261;6358,54;-36,0000;-6358,54
515;2024-11-06;6;1;8;8;;RQ000457;36,0000;176,6261;6358,54;-36,0000;-6358,54
516;2024-11-15;6;1;7;12;;RQ000458;36,0000;176,6261;6358,54;-36,0000;-6358,54
517;2024-11-28;6;1;8;3;;RQ000459;36,0000;176,6261;6358,54;-36,0000;-6358,54
518;2024-12-17;6;1;8;3;;RQ000460;46,0000;176,6261;8124,80;-46,0000;-8124,80
519;2024-12-04;6;1;7;1;;RQ000461;46,0000;176,6261;8124,80;-46,0000;-8124,80
520;2024-12-13;6;1;7;10;;RQ000462;46,0000;176,6261;8124,80;-46,0000;-8124,80
521;2024-12-05;6;1;6;2;;RQ000463;46,0000;176,6261;8124,80;-46,0000;-8124,80
522;2024-12-31;6;1;7;10;;RQ000464;46,0000;176,6261;8124,80;-46,0000;-8124,80
523;2025-01-22;6;1;1;;8;NF151047;554,0000;178,7450;99024,73;554,0000;99024,73
524;2025-01-24;6;1;6;9;;RQ000465;208,0000;178,7450;37178,96;-208,0000;-37178,96
525;2025-02-26;6;1;3;;;TR000525;79,0000;178,7450;14120,85;79,0000;14120,85
526;2025-02-28;6;1;6;3;;RQ000466;169,0000;178,7450;30207,91;-169,0000;-30207,91
527;2025-03-25;6;1;3;;;TR000527;55,0000;178,7450;9830,98;55,0000;9830,98
528;2025-03-12;6;1;8;2;;RQ000467;97,0000;178,7450;17338,26;-97,0000;-17338,26
529;2025-03-13;6;1;7;5;;RQ000468;97,0000;178,7450;17338,26;-97,0000;-17338,26
530;2025-04-25;6;1;1;;8;NF779068;437,0000;177,9716;77773,59;437,0000;77773,59
531;2025-04-17;6;1;8;11;;RQ000469;54,0000;177,9716;9610,47;-54,0000;-9610,47
532;2025-04-03;6;1;7;5;;RQ000470;54,0000;177,9716;9610,47;-54,0000;-9610,47
533;2025-04-08;6;1;8;7;;RQ000471;54,0000;177,9716;9610,47;-54,0000;-9610,47
534;2025-04-30;6;1;6;9;;RQ000472;54,0000;177,9716;9610,47;-54,0000;-9610,47
535;2025-05-01;6;1;6;12;;RQ000473;195,0000;177,9716;34704,46;-195,0000;-34704,46
536;2025-06-20;6;1;7;6;;RQ000474;44,0000;177,9716;7830,75;-44,0000;-7830,75
537;2025-06-06;6;1;6;12;;RQ000475;44,0000;177,9716;7830,75;-44,0000;-7830,75
538;2025-06-18;6;1;6;1;;RQ000476;44,0000;177,9716;7830,75;-44,0000;-7830,75
539;2025-06-23;6;1;7;11;;RQ000477;44,0000;177,9716;7830,75;-44,0000;-7830,75
540;2025-07-01;6;1;8;4;;RQ000478;165,0000;179,0623;29545,28;-165,0000;-29545,28
541;2025-08-13;6;1;3;;;TR000541;64,0000;179,7238;11502,32;64,0000;11502,32
542;2025-08-03;6;1;1;;8;NF542372;587,0000;179,7238;105497,87;587,0000;105497,87
543;2025-08-11;6;1;1;;8;NF122876;752,0000;179,7238;135152,30;752,0000;135152,30
544;2025-08-01;6;1;7;10;;RQ000479;66,0000;179,7238;11861,77;-66,0000;-11861,77
545;2025-08-11;6;1;6;2;;RQ000480;66,0000;179,7238;11861,77;-66,0000;-11861,77
546;2025-08-28;6;1;7;12;;RQ000481;66,0000;179,7238;11861,77;-66,0000;-11861,77
547;2025-08-13;6;1;7;9;;RQ000482;66,0000;179,7238;11861,77;-66,0000;-11861,77
548;2025-09-29;6;1;8;7;;RQ000483;80,0000;179,7238;14377,90;-80,0000;-14377,90
549;2025-09-12;6;1;7;12;;RQ000484;80,0000;179,7238;14377,90;-80,0000;-14377,90
